id,title,genres,keywords,combined
179272.0,El Paso,Western,street shootout gun fight,Western street shootout gun fight
57845.0,Mandroid,Science Fiction Horror Action,cyborg android russia horror mad scientist science fiction,Science Fiction Horror Action cyborg android russia horror mad scientist science fiction
29233.0,Horton Hears a Who!,Family Animation,mouse elephant based on children's book miniature people dr suess,Family Animation mouse elephant based on children's book miniature people dr suess
27501.0,The Bat,Comedy Horror Mystery,proto-slasher,Comedy Horror Mystery proto-slasher
103201.0,Extreme Justice,Action Thriller,,Action Thriller 
334298.0,Monster Hunt,Action Comedy Fantasy,monster,Action Comedy Fantasy monster
196255.0,Gregory Go Boom,Comedy,woman director short,Comedy woman director short
265349.0,Charlie's Country,Drama,,Drama 
38450.0,The Last Hard Men,Western,,Western 
54894.0,Modify,Documentary,tattoo independent film mutilations,Documentary tattoo independent film mutilations
28218.0,Deathstalker II,Action Adventure Comedy Fantasy,sex kidnapping magic archer sorcerer archery brawl astral projection sword and sorcery,Action Adventure Comedy Fantasy sex kidnapping magic archer sorcerer archery brawl astral projection sword and sorcery
71880.0,Jack and Jill,Comedy,duringcreditsstinger,Comedy duringcreditsstinger
273656.0,Never Make It Home,,, 
25504.0,Shock Corridor,Drama Mystery Thriller,journalist insane asylum independent film,Drama Mystery Thriller journalist insane asylum independent film
326198.0,Nothing in Return,Drama,adolescence drama family drama teen drama,Drama adolescence drama family drama teen drama
103307.0,My Seawoman,Comedy,entertainer russia musical talent show aspiring singer summer vacation talent contest crimea,Comedy entertainer russia musical talent show aspiring singer summer vacation talent contest crimea
23520.0,Unstoppable,Action Drama Thriller,,Action Drama Thriller 
352582.0,Bachelors,Comedy,,Comedy 
104471.0,The Haunted Castle,Horror,french horror silent film ghost georges melies,Horror french horror silent film ghost georges melies
91181.0,Thirteen Women,Drama Mystery,melodrama schoolmates swami proto-slasher,Drama Mystery melodrama schoolmates swami proto-slasher
86791.0,Gunsmith Cats: Bulletproof!,Animation Action,,Animation Action 
28668.0,The Whistler,Thriller Mystery,b movie radio series the whistler film noir,Thriller Mystery b movie radio series the whistler film noir
153652.0,The Mark,Drama,child molester,Drama child molester
285024.0,Heaven Knows What,Drama,,Drama 
141581.0,Nous York,Comedy,,Comedy 
214218.0,Life's a Breeze,Drama Comedy,,Drama Comedy 
3149.0,Jesse James Meets Frankenstein's Daughter,Crime Horror Science Fiction Western,mexico frankenstein jesse james mad scientist campy frankenstein's monster,Crime Horror Science Fiction Western mexico frankenstein jesse james mad scientist campy frankenstein's monster
85365.0,Tony Arzenta,Action Crime Drama Thriller,torino poliziotteschi,Action Crime Drama Thriller torino poliziotteschi
1576.0,Resident Evil,Horror Action Science Fiction,undercover mutant dystopia conspiracy zombie based on video game,Horror Action Science Fiction undercover mutant dystopia conspiracy zombie based on video game
18495.0,Folks!,Comedy,senility,Comedy senility
40879.0,Whiteboyz,Comedy Drama Music,,Comedy Drama Music 
46333.0,Pervert!,Comedy Horror,erotic movie,Comedy Horror erotic movie
127894.0,Do Not Disturb,Comedy Romance,remake porno filmmaking,Comedy Romance remake porno filmmaking
20049.0,Ayan,Action Romance Comedy,gang of smugglers,Action Romance Comedy gang of smugglers
30545.0,Dogging: A Love Story,Drama Comedy Romance,free love sex journalist sexuality cruising caravan romantic comedy observational comedy dark comedy breast living in car,Drama Comedy Romance free love sex journalist sexuality cruising caravan romantic comedy observational comedy dark comedy breast living in car
325240.0,Something for a Lonely Man,TV Movie Western,tv movie,TV Movie Western tv movie
14510.0,From Beyond,Horror Science Fiction Fantasy,human experimentation h.p. lovecraft parallel world,Horror Science Fiction Fantasy human experimentation h.p. lovecraft parallel world
380879.0,News from Planet Mars,Comedy,,Comedy 
71200.0,Snake Eater,Action Thriller,,Action Thriller 
97559.0,Mako: The Jaws of Death,Horror Thriller,revenge shark,Horror Thriller revenge shark
8882.0,Gomorrah,Drama Crime,money delivery gang war power mafia boss camorra gang drug criminal fashion financial transactions,Drama Crime money delivery gang war power mafia boss camorra gang drug criminal fashion financial transactions
93685.0,Swingers,Romance Drama,wife husband relationship sexploitation swinger,Romance Drama wife husband relationship sexploitation swinger
8016.0,Germany Year Zero,War Drama,berlin german nazis postwar period foreign child,War Drama berlin german nazis postwar period foreign child
81775.0,The Audience,Drama Comedy,,Drama Comedy 
178385.0,Travis,,woman director, woman director
44323.0,Belle of the Yukon,Drama Action Comedy Western Music,gold rush straight,Drama Action Comedy Western Music gold rush straight
43911.0,A Letter from Death Row,Drama Crime Mystery,,Drama Crime Mystery 
18589.0,The Abductors,Action Drama Thriller,kidnapping white slavery,Action Drama Thriller kidnapping white slavery
4228.0,The French Revolution,Drama War History Thriller,french revolution marie antoinette,Drama War History Thriller french revolution marie antoinette
41252.0,Raincoat,Drama Romance,bollywood,Drama Romance bollywood
85184.0,Nightmares,Horror,,Horror 
164123.0,A Storm in Summer,,, 
263582.0,Vrijdag,,, 
102938.0,Trackdown,Action Drama,,Action Drama 
240723.0,Coming Home for Christmas,Family,holiday woman director christmas,Family holiday woman director christmas
114575.0,Big Easy Express,Documentary Music,usa concert folk music train bluegrass,Documentary Music usa concert folk music train bluegrass
348896.0,Dare to Be Wild,Drama,,Drama 
58402.0,The Boss,Drama Action Thriller Crime Foreign,,Drama Action Thriller Crime Foreign 
278837.0,I Am Steve McQueen,Documentary,,Documentary 
76349.0,1911,Adventure Drama Action History War,martial arts sword revolution blood gunfight extreme violence brutality combat,Adventure Drama Action History War martial arts sword revolution blood gunfight extreme violence brutality combat
383788.0,Attack of the Lederhosen Zombies,Comedy Horror,zombie alps snowboard,Comedy Horror zombie alps snowboard
159636.0,Raakh,,, 
167449.0,The Guillotines,Action History Adventure Drama,,Action History Adventure Drama 
967.0,Spartacus,Action Drama History,gladiator roman empire gladiator fight slavery insurgence ancient rome torture ancient world slave escaped slave julius caesar,Action Drama History gladiator roman empire gladiator fight slavery insurgence ancient rome torture ancient world slave escaped slave julius caesar
38604.0,Kamui,Drama Action,,Drama Action 
328716.0,Detective K: Secret of the Lost Island,Action Mystery Comedy Adventure,detective island geisha investigation south korea forgery,Action Mystery Comedy Adventure detective island geisha investigation south korea forgery
50006.0,The Karlsson Brothers,Comedy,,Comedy 
83579.0,The Hound of the Baskervilles,Horror Crime Mystery,sherlock holmes,Horror Crime Mystery sherlock holmes
42888.0,How Do You Know,Comedy Drama Romance,love triangle baseball athlete aftercreditsstinger,Comedy Drama Romance love triangle baseball athlete aftercreditsstinger
243860.0,The Third Sex,Drama,gay gay son gay man lgbt,Drama gay gay son gay man lgbt
209780.0,Crawlspace,Horror Thriller,,Horror Thriller 
62717.0,Loki - Arnaldo Baptista,Documentary Music,,Documentary Music 
248639.0,The Narrow Corner,Drama,suicide south seas smuggling murder fugitive tropical island,Drama suicide south seas smuggling murder fugitive tropical island
173577.0,NY77: The Coolest Year in Hell,Documentary,blackout punk nyc hip hop culture heatwave,Documentary blackout punk nyc hip hop culture heatwave
5302.0,Without You I'm Nothing,Comedy,independent film off-broadway,Comedy independent film off-broadway
131880.0,Stonewall Uprising,Documentary,gay based on novel lgbt history stonewall riot,Documentary gay based on novel lgbt history stonewall riot
11630.0,Three Men and a Little Lady,Comedy Family,london england marriage proposal daughter,Comedy Family london england marriage proposal daughter
45960.0,Blind Spot,Mystery,b movie writer film noir,Mystery b movie writer film noir
287767.0,Mardaani,Thriller Action Drama,,Thriller Action Drama 
83429.0,Evenings on a Farm near Dikanka,Comedy Fantasy Romance,,Comedy Fantasy Romance 
85872.0,Le Chef,Comedy,,Comedy 
82781.0,Our Town,Drama,,Drama 
55047.0,Born Rich,Documentary,,Documentary 
24153.0,The Buddy Holly Story,Drama,disc jockey star affection from rags to riches airplane crash price of fame blizzard,Drama disc jockey star affection from rags to riches airplane crash price of fame blizzard
42595.0,The Spider's Stratagem,Mystery Drama,,Mystery Drama 
39541.0,Stolen Summer,Drama Family Comedy,,Drama Family Comedy 
285307.0,My Bromance,Comedy Drama,,Comedy Drama 
33831.0,The Onion Field,Crime Drama,cop-killer based on true story police officer killed capital punishment in the closet,Crime Drama cop-killer based on true story police officer killed capital punishment in the closet
93188.0,Beloved,Drama Romance,paris sex 1970s prague shoe impossible love french canadian father daughter reunion prostitute mother prague spring 1960s,Drama Romance paris sex 1970s prague shoe impossible love french canadian father daughter reunion prostitute mother prague spring 1960s
10297.0,How to Marry a Millionaire,Comedy Romance,luxury mannequin musical,Comedy Romance luxury mannequin musical
383535.0,They're Watching,Thriller Comedy Horror,,Thriller Comedy Horror 
109380.0,…And the Fifth Horseman Is Fear,Drama War,,Drama War 
65158.0,Squanto: A Warrior's Tale,Drama Family,,Drama Family 
17813.0,Alex & Emma,Comedy Romance,gambling sex casino based on novel vandalism lie kiss love disappearance writer death fortune,Comedy Romance gambling sex casino based on novel vandalism lie kiss love disappearance writer death fortune
200445.0,Where Is Parsifal?,Comedy,,Comedy 
244449.0,Flamenco at 5:15,Documentary Music,dance flamenco woman director,Documentary Music dance flamenco woman director
299641.0,Jimmy Vestvood: Amerikan Hero,Comedy,,Comedy 
26488.0,Torremolinos 73,Comedy Drama,1970s nudity film director movie in movie filmmaking super-8 based on true events erotic movie adult filmmaking erotic 70s anarchic comedy,Comedy Drama 1970s nudity film director movie in movie filmmaking super-8 based on true events erotic movie adult filmmaking erotic 70s anarchic comedy
38162.0,Top of the World,Action Drama Thriller,,Action Drama Thriller 
118632.0,Ghatak: Lethal,,, 
44527.0,Villa Amalia,Drama Foreign,,Drama Foreign 
14606.0,The Baker,Comedy Crime,hitman black humor bakery rural setting,Comedy Crime hitman black humor bakery rural setting
125395.0,Partners in Crime,Comedy Crime,,Comedy Crime 
56156.0,The Last Hurrah,Drama,mayor politics politician election irish american,Drama mayor politics politician election irish american
41427.0,Questo piccolo grande amore,,drama romance, drama romance
58925.0,Mr. Klein,War Mystery Crime Drama Thriller,war crimes drama,War Mystery Crime Drama Thriller war crimes drama
9397.0,Evolution,Action Comedy Science Fiction,grand canyon governor shampoo high school teacher fire truck government scientist napalm primate parasite underneath skin,Action Comedy Science Fiction grand canyon governor shampoo high school teacher fire truck government scientist napalm primate parasite underneath skin
18841.0,The Lost Skeleton of Cadavra,Comedy Horror Science Fiction,monster mutant skeleton alien life-form science,Comedy Horror Science Fiction monster mutant skeleton alien life-form science
278.0,The Shawshank Redemption,Drama Crime,prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s,Drama Crime prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s
371833.0,Harry Price: Ghost Hunter,Drama Horror,london england based on novel medium ghost hunting ghost hunter ghost seance,Drama Horror london england based on novel medium ghost hunting ghost hunter ghost seance
30194.0,The Manhattan Project,Science Fiction Thriller,bomb helicopter plutonium laser heist fugitive teenager scientist nuclear science project,Science Fiction Thriller bomb helicopter plutonium laser heist fugitive teenager scientist nuclear science project
184.0,Jackie Brown,Comedy Crime Romance,airport underworld arms deal weapon police drug,Comedy Crime Romance airport underworld arms deal weapon police drug
104548.0,Demons,Horror Foreign,,Horror Foreign 
15313.0,The Wrong Guy,Action Comedy,independent film,Action Comedy independent film
113936.0,The Roof,Drama,,Drama 
161687.0,The Ballad of Ramblin' Jack,Music Documentary,,Music Documentary 
284231.0,Tinpis Run,Comedy,marriage tribe papua new guinea,Comedy marriage tribe papua new guinea
98096.0,Live Music,Animation Music,musical,Animation Music musical
77571.0,What Ever Happened to Aunt Alice?,Crime Drama Horror Mystery Thriller,wheelchair liquor,Crime Drama Horror Mystery Thriller wheelchair liquor
288281.0,A Good Marriage,Thriller,series of murders,Thriller series of murders
25224.0,Masterminds,Comedy Action Thriller,san francisco ransom hostage criminal mastermind rebellious teenager,Comedy Action Thriller san francisco ransom hostage criminal mastermind rebellious teenager
358694.0,Little Angels,Documentary,new york holocaust,Documentary new york holocaust
49444.0,Kung Fu Panda 2,Animation Family,martial arts hope fleet panda mission woman director,Animation Family martial arts hope fleet panda mission woman director
94478.0,You Instead,Comedy Music Romance Foreign,,Comedy Music Romance Foreign 
36294.0,Evasive Action,Action Thriller,suspense,Action Thriller suspense
47497.0,Expecting Love,Romance Comedy Drama,,Romance Comedy Drama 
260500.0,Legion of the Black,,, 
13017.0,Unstable Fables: Tortoise vs. Hare,Animation Drama Family,,Animation Drama Family 
55198.0,The Munekata Sisters,Drama,,Drama 
380694.0,Homegrown: The Counter-Terror Dilemma,Documentary,,Documentary 
48303.0,Certified Copy,Drama Romance,wedding anniversary italian art tuscany italy pair of earrings estranged father digital film,Drama Romance wedding anniversary italian art tuscany italy pair of earrings estranged father digital film
214129.0,Bakit Hindi Ka Crush Ng Crush Mo?,Comedy Drama Romance,philippines romantic comedy pinoy,Comedy Drama Romance philippines romantic comedy pinoy
155706.0,The Speak,Horror,,Horror 
33250.0,Real Life,Comedy,reality show,Comedy reality show
32306.0,The Underground Comedy Movie,Comedy,,Comedy 
134738.0,Roseland,Drama Romance,music loneliness ballroom dancing,Drama Romance music loneliness ballroom dancing
281780.0,Kundo: Age of the Rampant,Action Drama,gang of thieves korean movie,Action Drama gang of thieves korean movie
23368.0,Let's Make Money,Documentary,global economy banking money debt economics corporation,Documentary global economy banking money debt economics corporation
9300.0,Orlando,Romance Drama Fantasy,london england queen queen elizabeth i androgyny breaking the fourth wall nobility woman director gender bender,Romance Drama Fantasy london england queen queen elizabeth i androgyny breaking the fourth wall nobility woman director gender bender
95358.0,The Pleasure Seekers,Comedy Music Romance,musical,Comedy Music Romance musical
27636.0,The Whip and the Body,Mystery Horror,,Mystery Horror 
198311.0,Mademoiselle de Maupin,Adventure Romance,clergyman escape mademoiselle,Adventure Romance clergyman escape mademoiselle
13597.0,Labyrinth,Adventure Family Fantasy,maze castle puppet surrealism labyrinth fantasy world goblin,Adventure Family Fantasy maze castle puppet surrealism labyrinth fantasy world goblin
208242.0,Assassins Tale,Action Crime Thriller,assassin loyalty hitman betrayal mobster professional hit,Action Crime Thriller assassin loyalty hitman betrayal mobster professional hit
19448.0,The Laramie Project,Crime Drama,sexuality wyoming small town interview murder violence tv movie candlelight vigil,Crime Drama sexuality wyoming small town interview murder violence tv movie candlelight vigil
105083.0,Il tuo dolce corpo da uccidere,Horror Thriller,giallo violent fantasies,Horror Thriller giallo violent fantasies
29498.0,The Fourth Victim,Thriller Horror Mystery,drowning giallo,Thriller Horror Mystery drowning giallo
40043.0,Island of Death,Horror Thriller,killing island sadism greek banned film rapist greek island video nasty taboo sex kinky sex,Horror Thriller killing island sadism greek banned film rapist greek island video nasty taboo sex kinky sex
35818.0,Les parasites,Drama Comedy Romance,,Drama Comedy Romance 
179966.0,Fishing Naked,Comedy,,Comedy 
57733.0,Respire,Thriller Horror,suspense,Thriller Horror suspense
77221.0,Black Gold,Adventure Drama,,Adventure Drama 
22733.0,Beat the Devil,Action Adventure Comedy Crime Drama Romance,italy beach wife husband relationship lie narration liar thief dark comedy dry humour exercise port uranium,Action Adventure Comedy Crime Drama Romance italy beach wife husband relationship lie narration liar thief dark comedy dry humour exercise port uranium
387054.0,Jimmy Carr: Funny Business,Comedy,,Comedy 
21385.0,"Mickey, Donald, Goofy: The Three Musketeers",Adventure Animation Comedy Family,mickey mouse musketeer donald duck pegleg pete minnie mouse pluto goofy daisy duck,Adventure Animation Comedy Family mickey mouse musketeer donald duck pegleg pete minnie mouse pluto goofy daisy duck
52280.0,The Fatal Glass of Beer,Comedy,cabin native american snow tambourine blizzard embezzlement dachshund salvation army drunkenness royal canadian mounted police (rcmp) prodigal son ice cube delirium tremens dulcimer mitts sad story high kick beer consumption,Comedy cabin native american snow tambourine blizzard embezzlement dachshund salvation army drunkenness royal canadian mounted police (rcmp) prodigal son ice cube delirium tremens dulcimer mitts sad story high kick beer consumption
19616.0,New York,Romance Crime Drama,new york war on terror drama bollywood,Romance Crime Drama new york war on terror drama bollywood
71866.0,Tanner Hall,Drama,boarding school woman director,Drama boarding school woman director
115553.0,The First Movie,Documentary,,Documentary 
48458.0,The Secret Glory,Documentary Foreign,holy grail world war ii rejection christian dysfunctional family nazi germany nazi officer occult mysticism spiritual journey,Documentary Foreign holy grail world war ii rejection christian dysfunctional family nazi germany nazi officer occult mysticism spiritual journey
108646.0,Blowfish,Romance Drama,,Romance Drama 
316098.0,Brother Minister: The Assassination of Malcolm X,Documentary,malcolm x,Documentary malcolm x
44269.0,All That Glitters,Comedy,,Comedy 
288581.0,Rocks in my Pockets,Comedy Animation Drama,woman director,Comedy Animation Drama woman director
48742.0,Mein Kampf,Drama Documentary Foreign,,Drama Documentary Foreign 
28089.0,The Messenger,Drama History,independent film wounded soldier iraq war,Drama History independent film wounded soldier iraq war
14525.0,Adrift in Tokyo,Comedy,japan walking yakuza travelling person,Comedy japan walking yakuza travelling person
5086.0,Ator IV: The Hobgoblin,Adventure Fantasy,,Adventure Fantasy 
255324.0,Party Plane,,, 
11577.0,Pat Garrett & Billy the Kid,Western,sheriff aging billy the kid lawlessness gun battle gore breast old friends flogging man slaps a woman pat garrett manhunt,Western sheriff aging billy the kid lawlessness gun battle gore breast old friends flogging man slaps a woman pat garrett manhunt
16375.0,Schizopolis,Comedy,assassination independent film dentist exterminator,Comedy assassination independent film dentist exterminator
9067.0,Tank Girl,Action Comedy Fantasy Science Fiction,destroy dystopia reincarnation desert artial arts woman director,Action Comedy Fantasy Science Fiction destroy dystopia reincarnation desert artial arts woman director
440249.0,After Porn Ends 2,Documentary,,Documentary 
153695.0,Nature Unleashed: Volcano,Thriller,disaster,Thriller disaster
187017.0,22 Jump Street,Crime Comedy Action,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger,Crime Comedy Action high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger
38502.0,The Necessities of Life,Drama Foreign,sanatorium inuit tuberculosis sickness,Drama Foreign sanatorium inuit tuberculosis sickness
14979.0,Thick as Thieves,Action Thriller Crime,boardwalk police investigation woman director,Action Thriller Crime boardwalk police investigation woman director
362291.0,Chura Liyaa Hai Tumne,Drama Thriller,,Drama Thriller 
372297.0,Charlie,Drama Romance,travelling person comic book arts love suspense mystery jinn faked death malayalam hippy old-age home munnar thrissur pooram,Drama Romance travelling person comic book arts love suspense mystery jinn faked death malayalam hippy old-age home munnar thrissur pooram
377158.0,United States of Love,Drama,priest man punches woman 1990s unhappy marriage vomiting woman falling into frozen water,Drama priest man punches woman 1990s unhappy marriage vomiting woman falling into frozen water
29695.0,iMurders,Drama Horror Mystery Thriller,computer program suspense independent film cyber online chat,Drama Horror Mystery Thriller computer program suspense independent film cyber online chat
179109.0,Bastards,Drama,revenge woman director,Drama revenge woman director
16723.0,Sugar & Spice,Crime Comedy,rebel american football robbery bank mask cheerleader high school love money teenager pregnancy quarterback woman director guns squad,Crime Comedy rebel american football robbery bank mask cheerleader high school love money teenager pregnancy quarterback woman director guns squad
96090.0,Seeking Asian Female,Documentary,woman director,Documentary woman director
47939.0,Three Wishes,Drama Fantasy,baseball drifter dog korean war woman director,Drama Fantasy baseball drifter dog korean war woman director
17218.0,The Set-Up,Crime Drama,gambling transporter boxer boxing match sport classic noir gritty,Crime Drama gambling transporter boxer boxing match sport classic noir gritty
363841.0,Guernica,Drama War Romance,civil war spain journalist war based on true events wartime romance 1930s,Drama War Romance civil war spain journalist war based on true events wartime romance 1930s
127540.0,The Iran Job,Documentary,middle east basketball iran basketball player,Documentary middle east basketball iran basketball player
33470.0,American Boy: A Profile of: Steven Prince,Documentary,,Documentary 
355193.0,Devil's Gate,Science Fiction Thriller,fbi,Science Fiction Thriller fbi
234931.0,Russell Brand - From Addiction to Recovery,Documentary,,Documentary 
42232.0,Bound for Glory,Music,folk music based on memoir or autobiography dust bowl labor union hoedown,Music folk music based on memoir or autobiography dust bowl labor union hoedown
59833.0,Stakeout on Dope Street,Crime,heroin drug,Crime heroin drug
270952.0,The Life and Times of Allen Ginsberg,Documentary,,Documentary 
108930.0,Jim Gaffigan: Beyond the Pale,Comedy,stand-up comedy clean comedy,Comedy stand-up comedy clean comedy
51824.0,2gether,Music Comedy Drama,,Music Comedy Drama 
10064.0,Edison,Thriller,journalist police brutality metropolis investigation female judge,Thriller journalist police brutality metropolis investigation female judge
11463.0,Battle of Britain,Action Drama History War,world war ii nazis winston churchill aviation royal air force air battle luftwaffe,Action Drama History War world war ii nazis winston churchill aviation royal air force air battle luftwaffe
255346.0,Bogart: The Untold Story,Documentary,biography hollywood star,Documentary biography hollywood star
47876.0,Little Miss Marker,Comedy Drama Family Romance,,Comedy Drama Family Romance 
26864.0,The Fish Child,Drama Thriller Romance Foreign,judge bus ride scandal legend puppy lesbian road map woman director,Drama Thriller Romance Foreign judge bus ride scandal legend puppy lesbian road map woman director
49982.0,A City of Sadness,Drama,,Drama 
31770.0,"Hello, Frisco, Hello",Comedy Music Romance,,Comedy Music Romance 
99330.0,Happy Birthday,Drama Romance,love thai,Drama Romance love thai
38941.0,How Much Does the Trojan Horse Weigh?,,, 
44154.0,A Touch of Zen,Action Adventure,buddhism martial arts wuxia,Action Adventure buddhism martial arts wuxia
290555.0,Wolves,Horror Action,adoption werewolf,Horror Action adoption werewolf
16151.0,Look Both Ways,Drama Romance,independent film woman director,Drama Romance independent film woman director
65114.0,The Cockleshell Heroes,War,world war ii mission behind enemy lines u.s. marine royal marines,War world war ii mission behind enemy lines u.s. marine royal marines
252144.0,Get Christie Love!,Thriller Action Drama TV Movie,,Thriller Action Drama TV Movie 
111570.0,It's in the Bag!,Comedy,heir penthouse flea circus,Comedy heir penthouse flea circus
36871.0,Late Chrysanthemums,Drama,widow geisha neighbor tokyo japan post war rumor,Drama widow geisha neighbor tokyo japan post war rumor
132641.0,Wife,Drama,based on novel wife marriage unhappiness,Drama based on novel wife marriage unhappiness
24920.0,City of the Living Dead,Horror,suicide psychic power priest gore tod,Horror suicide psychic power priest gore tod
409820.0,The Lost World of Communism,Documentary,communism,Documentary communism
36962.0,Puppetry of the Penis: Live at the Forum,Comedy,male nudity nudity penis,Comedy male nudity nudity penis
387252.0,Kadhalum Kadanthu Pogum,Comedy Drama Romance,street gang interview gangster unemployment goon,Comedy Drama Romance street gang interview gangster unemployment goon
43868.0,Thin Ice,Comedy Romance Music,,Comedy Romance Music 
248001.0,Buck Rogers,Science Fiction,movie serial,Science Fiction movie serial
430826.0,Casting JonBenet,Documentary,reenactment,Documentary reenactment
47444.0,Time of the Apes,,, 
69103.0,Donald's Nephews,Animation,,Animation 
25095.0,Wuthering Heights,Drama Romance,costume drama revenge,Drama Romance costume drama revenge
89326.0,96 Minutes,Drama Thriller,woman director,Drama Thriller woman director
31074.0,The Wave,Drama Family,teacher teenager social experiment,Drama Family teacher teenager social experiment
31442.0,Ivan's Childhood,Drama War,spy dream swamp boy independent film animal flare flashback apples,Drama War spy dream swamp boy independent film animal flare flashback apples
84177.0,Big Boys Gone Bananas!*,Documentary,,Documentary 
7944.0,Shine a Light,Documentary Music,new york film director legend song public rolling stones rock guest music video music concert theatre milieu performance,Documentary Music new york film director legend song public rolling stones rock guest music video music concert theatre milieu performance
89638.0,Steve Jobs: The Lost Interview,Documentary,,Documentary 
152130.0,Playdate,Thriller,,Thriller 
244698.0,Radio Bikini,Documentary,,Documentary 
52362.0,None But the Lonely Heart,Drama Romance,slum unrequited love cancer,Drama Romance slum unrequited love cancer
315880.0,The Correspondence,Romance Drama,,Romance Drama 
144541.0,"Cześć, Tereska",,, 
41653.0,The Slingshot,Drama,father son relationship child abuse sadistic based on novel socialism jew underwear fascist condom class spanking anti semitism coming of age jewish working class vagina fingering bigotry childhood reform school slingshot boyfriend girlfriend relationship 1930s,Drama father son relationship child abuse sadistic based on novel socialism jew underwear fascist condom class spanking anti semitism coming of age jewish working class vagina fingering bigotry childhood reform school slingshot boyfriend girlfriend relationship 1930s
149474.0,Galgameth,,fantasy adventure medieval, fantasy adventure medieval
259910.0,Marvel Studios: Assembling a Universe,TV Movie Documentary,superhero marvel cinematic universe,TV Movie Documentary superhero marvel cinematic universe
10784.0,Cabaret,Drama Music Romance,berlin sex entertainer cabaret gramophone male female relationship fireplace master of ceremonies baron love political unrest english lesson,Drama Music Romance berlin sex entertainer cabaret gramophone male female relationship fireplace master of ceremonies baron love political unrest english lesson
4709.0,Holiday for Henrietta,Comedy,,Comedy 
54105.0,Immigration Tango,Comedy Romance,green card,Comedy Romance green card
41648.0,Fiorile,Drama Foreign Romance,,Drama Foreign Romance 
20694.0,Rugrats Go Wild,Animation Family,kids and family,Animation Family kids and family
224251.0,Hunger Point,Drama,woman director,Drama woman director
85200.0,Island of Blood,Horror,,Horror 
29416.0,Horror of the Blood Monsters,Action Horror Science Fiction,monster vampire space travel space alien independent film b movie schlock plague,Action Horror Science Fiction monster vampire space travel space alien independent film b movie schlock plague
58160.0,Little Hiawatha,Animation,silly symphony,Animation silly symphony
272820.0,Mr. Pig,Drama,mexico road trip foreclosure estranged daughter pig farmer federale,Drama mexico road trip foreclosure estranged daughter pig farmer federale
167966.0,Voices from the List,Documentary,,Documentary 
59156.0,Il giocattolo,,, 
48133.0,Aventure Malgache,War,resistance,War resistance
290542.0,You're Not You,Drama,,Drama 
137037.0,The Death of Maria Malibran,Drama,musical,Drama musical
415725.0,Doug Stanhope: No Place Like Home,Comedy,stand-up comedy,Comedy stand-up comedy
54699.0,Nora Roberts' Blue Smoke,Action Drama Romance Thriller TV Movie,fire,Action Drama Romance Thriller TV Movie fire
352552.0,Hurricane of Fun: The Making of Wet Hot,Documentary,cult satire comedy witty making of goofy,Documentary cult satire comedy witty making of goofy
25862.0,Blues in the Night,Drama Music,jazz drug addiction blues jazz musician train ride jazz club riding the rail,Drama Music jazz drug addiction blues jazz musician train ride jazz club riding the rail
5511.0,Le Samouraï,Crime Drama Thriller,paris bar jazz hearing garage hitman jazz club police canary treason danger stakeout french noir film noir last job professional assassin very little dialogue silent protagonist,Crime Drama Thriller paris bar jazz hearing garage hitman jazz club police canary treason danger stakeout french noir film noir last job professional assassin very little dialogue silent protagonist
132608.0,Kings & Rats,Drama Comedy,,Drama Comedy 
272261.0,The Last Blitzkrieg,War Drama,,War Drama 
64765.0,Love and Lies,Family Romance,,Family Romance 
11185.0,"See No Evil, Hear No Evil",Crime Comedy,deafness blindness and impaired vision suspicion of murder witness friendship murder blindness,Crime Comedy deafness blindness and impaired vision suspicion of murder witness friendship murder blindness
6977.0,No Country for Old Men,Crime Drama Thriller,texas drug traffic hitman united states–mexico barrier suspense,Crime Drama Thriller texas drug traffic hitman united states–mexico barrier suspense
175553.0,Fultah Fisher's Boarding House,,, 
11678.0,Vertical Limit,Action Adventure Thriller,himalaya pakistan climbing k2 mountaineering karakoram,Action Adventure Thriller himalaya pakistan climbing k2 mountaineering karakoram
25645.0,Wing Chun,Romance Action Comedy,kung fu protection bandit childhood sweetheart,Romance Action Comedy kung fu protection bandit childhood sweetheart
74137.0,The Wedding Party,Comedy Romance,wedding,Comedy Romance wedding
217172.0,Sing Your Way Home,Comedy,musical,Comedy musical
45527.0,The Final Storm,Action Mystery Thriller Horror,,Action Mystery Thriller Horror 
453354.0,Ava,Drama,beach mother daughter relationship teenage girl summer summer vacation dog blindness woman director,Drama beach mother daughter relationship teenage girl summer summer vacation dog blindness woman director
257668.0,Kummeli V,Science Fiction Comedy,,Science Fiction Comedy 
13520.0,Festival At The Poolroom,Comedy,,Comedy 
52077.0,Nothing to Declare,Comedy,,Comedy 
361069.0,Blush,Drama Romance,adolescence sexuality sister sister relationship coming out lesbian relationship dysfunctional family coming of age family first love substance abuse woman director arab jews conflict,Drama Romance adolescence sexuality sister sister relationship coming out lesbian relationship dysfunctional family coming of age family first love substance abuse woman director arab jews conflict
31987.0,Don Quixote,Drama,,Drama 
